id,name,screen_name,location,statuses_count,friends_count,followers_count
1213514334967488512,Roobin,Roobin10,,0,18,1
1213514690854154240,Shumane sezulu,SSezulu,,0,11,0
1209342383508221953,David,DHarrison_01,City of Angles ,31,142,7
1213508755620392960,KC,itsyaghorlkc,,1,72,0
1213513572656939008,Talpa Antony,TalpaAntony,,1,20,0
1213088724176605185,_keith.by_,ThelilKeith_,"Milan, Lombardy",3,104,0
20810935,Gary Robinson,bosoxs77,N 51°30' 0'' / W 0°5' 0'',256,486,44
1110947617524072454,Thakur Shivank Chauhan,ThakurShivankC1,,6,41,8
1081996233676386305,Felixmatsinhe94@gmail.com,felixmatsinhe94,Maputo,8,156,2
1213509266448891904,olair,olair29571720,,0,8,1
1106906898798964736,Sofiex🐷,sofiaaaaaaguiar,,3765,146,56
1213513091931000832,luis,luis51659869,,0,8,0
92364162,Lauren Tompkins,Ms_laurent_,,0,72,9
911593225,ded,prstydedy,"Karawang, Jawa Barat",9061,731,1026
809412150758346752,RAYSSA CRISTINA 💛,r_silvaa03,"Rio de janeiro, Brasil",1663,349,382
1213508726864236544,John Dandreo,JohnDandreo,,0,137,0
1213511659869757441,Guilherme,Guilher56439898,,0,11,0
1213511604467167232,Greselda Raletjena,GreseldaRaletj1,,0,152,1
1210911254174302208,Isa | ❤,nowunitedstann,"Santa Catarina, Brasil",428,250,103
1213511209871269888,Juan Manuel Villafañe,JuanMan92657054,,0,30,0
1213510753816215552,Goyaaa,Goyaaa3,,0,36,2
1187639290660114432,Tiago,Tiago_dsg,,6,20,3
1213509544921296896,yiğit,yiit57638934,,0,168,0
1213506330939412480,Noor,Noor08771173,,0,385,0
718881692820353027,Nyelanni,Nyesonice,,0,79,3
1210948739591892993,Risto Olli,RistoOlli1,,0,28,1
1162415917562810369,Romain,romain_frndz,,5,37,2
1213508964924551168,Jess,Jess61993520,,0,17,0
311254835,Edwin Torres,edwindto,Unknown ,71,84,8
1211108724422479872,Júlia Teixeira,juuub3,,190,72,5
1134443868617924608,Wyllian Velho,wyllian150,Brasil,0,75,3
1213503804441710592,Habiby Love,HabibyLove1,,0,67,0
1213492563493056512,WhiteSox68,whitesox68,,0,270,2
827370512,Natalie Huffman,NatHuffman,,62,102,6
846707897539092481,Dragon Lee,Dragonlee927,Shandong,130,255,11
1191012209226215430,IhateJD,ihate_jd,"Abu Dhabi, United Arab Emirate",213,78,59
874726114861621248,Boldsaikhan,boldsaikhan01,,20,175,6
963160770803462144,Pow.fu🎶💯,junxeliseo,,478,76,46
1172331224448172032,R I ⚡ H A B H,Rishabh32999918,,3,10,0
1213505600589418499,🔥☄️David Massala🔥☄️,DavidMassala4,,0,101,2
1213503471715938306,jalen,jalen90464623,,0,87,1
1213508818295853056,Nthabeleng,Nthabel69656623,,0,17,0
750409640723132416,RoshyHD,Roshy_HD,,60,64,7
1213501371158159361,Shyflito,SHYFLITO,Nederland,3,58,1
1213503765480820737,Josh Marr,Josh11Marr,,0,61,6
1163404726001643520,omolemo_W•B•R,SkyD52286549,,31,18,4
1213428954612166657,Davi's,Davis52881281,,1,17,0
1213352700449935361,Julia,Julia19222186,,0,102,3
1081246646791532544,leoo,LCordeiro48,"São José dos Pinhais, Brasil",366,114,74
1146833823251849217,十三哟,1XU0NcLpuIUt6mb,,8,75,5
887263939985276928,freitas da gama💢,freitasjuliaa_,"Tijuca, Rio de Janeiro",471,277,140
1213505769208864768,não usamos as 3 listras,tropa_da_nike,,4,9,1
1210202919758417920,Lucas Bassi,LucasBa95640742,,3,76,0
1213268307568017408,Lucs😇,LucasMonteiroF8,,3,286,17
982260169764552709,W$,WallaceCRF16,"Rio de Janeiro, Brasil",2893,832,743
1213506595872636928,Masisa MOFOKENG,MasisaMofokeng,,0,10,0
1050662706435354625,Bartek,BartekS_US,,7,9,1
1213506176333205510,Andile,Andile72522017,,0,59,0
1212447302910017536,Timmy Woods,TimmyWoods8,,1,73,4
4211707012,fast black,paulomon5,,6,8,1
1213412999123230722,Sandy🤴🏾,SandyNlandu,,1,48,2
1207842132507189249,Barbie Morena ✨,px_jamilyy,14 City,66,267,180
887178758146457600,𝕴𝖟𝖟𝖎🍺,corotimalia,Na dela,14408,617,790
59669606,GLupe Trejo,LTrejo07,Texas,99,123,8
1171622535403843586,Lucca,Luccapietraroia,,4,141,12
1213427935404642310,Thành Long,ThnhLon93925523,"Bình Phước, Việt Nam",0,45,0
1156595281967943680,Ryan Lewis,RyanLew23193079,"Nairobi, Kenya",32,207,17
1213506237611958272,$ihl€,ihl51149620,,0,6,0
1213502896920072192,唐荣鑫,95Xxc2TYkd8LScl,,0,7,0
1206300026596659202,Date cuenta Que No Te Ama,DateAma,,0,9,0
1213232768005443584,Rhanna,Rhanna12602596,,0,3,0
1190476281890123776,sargento Feliciano👨‍✈️🇧🇷,Guilher90443456,,34,375,386
190892357,Rijkianias Suningsih,rijkianias,"Cirebon, Jawa Barat",26155,209,314
1213419467595632641,Enzo Moreno,EnzoMoreno20,,0,22,0
1213505258913067008,Guilherme,Guilher30644354,,0,3,1
1213501432948649984,maria helloisa,mariahe65744937,,0,93,2
1212881466037698561,🖤,heartblackend,,2,23,0
1084285828682211330,Xx RafaelS10 xX,Rafael50404060,,4,121,3
1181701656829923328,Fausto_Garnica,FaustoGarnica,,44,59,2
1047463239423090688,young_babe,youngbabe6,,0,27,0
1206644520768675842,Skinny Da G,SkinnyDaG1,,156,128,12
3300544637,Zack Horvath,HorvathZack,,65,118,45
870643971420246017,Bandidx,Coe_Bielle,,17494,3103,3594
1213500429297844224,aaliyah,aaliyah94849380,,0,31,0
1213467517760356353,Cinzia Carrozzo,cinzia_carrozzo,,0,57,0
3587105834,Agnus,diego_jacques1,Los Santos ,1365,486,91
1192074671077769216,🛸,SOLRAC_BOI,,1,16,5
1213497952288702465,Foneye Die Aristide,AristideDie,,0,86,0
1213098346392408064,DN,DNolivv,,15,39,2
836117460,henrique douglas ,henriquedougl17,"Cabula, Salvador",2,4,0
1213153472150851584,Mohamed Alaa Eldein,Mohamed50845293,,0,141,2
3168125129,shaaam,Sph_Strd,Philippines ,6295,437,562
1143572403576086536,Kennedy 🦋🕺🏾!,Kennedy69251817,,0,16,2
1213500562873806848,Abélard Idriss,IdrissAbelard,,0,100,2
3450096509,Jason Culver,Blkkngt5,,103,176,18
1158386611136151552,maladeza🐊,lisstrj,,4321,435,358
1175959359916056576,alexah,lexahcroney,"Colorado Springs, CO",0,41,3
1135544650989617152,Christian Aguilar,KaizYow,"Mie-ken, Japan",0,20,1
878018657011601408,Allan Da Silva,DaSilvaDolla,"Orlando, FL",32,4129,640
1213500104562237440,De'Lisha Evins,EvinsDe,,0,44,0
1162028976744927240,Yure Meira,MeiraYure,,20,1753,26
1021984293474783232,BMADRU,Ben04748167,"Arizona, USA",13,188,0
